"Original URL","Tracking ID","Tracking URL","Error Notes"
"https://www.aliexpress.com/item/1005006150257209.html","Atlas-web","https://s.click.aliexpress.com/e/_c4SEoSZd",
"https://www.aliexpress.com/item/1005006373451365.html","Atlas-web","https://s.click.aliexpress.com/e/_c2RJaXzv",
"https://www.aliexpress.com/item/1005002388146817.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005001265801355.html","Atlas-web","https://s.click.aliexpress.com/e/_c4sQsgnt",
"https://www.aliexpress.com/item/1005009952532117.html","Atlas-web","https://s.click.aliexpress.com/e/_c2R5oJ2j",
"https://www.aliexpress.com/item/1005008626130737.html","Atlas-web","https://s.click.aliexpress.com/e/_c3khhWiP",
"https://www.aliexpress.com/item/1005005458241595.html","Atlas-web","https://s.click.aliexpress.com/e/_c4TvDfbz",
"https://www.aliexpress.com/item/1005005567845444.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005008562945969.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005006589678350.html","Atlas-web","https://s.click.aliexpress.com/e/_c2yRBWQB",
"https://www.aliexpress.com/item/1005004770923437.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005006204456238.html","Atlas-web","https://s.click.aliexpress.com/e/_c44tOavV",
"https://www.aliexpress.com/item/1005008247579935.html","Atlas-web","https://s.click.aliexpress.com/e/_c4BtMJHt",
"https://www.aliexpress.com/item/1005008466263332.html","Atlas-web","https://s.click.aliexpress.com/e/_c2QfQjsR",
"https://www.aliexpress.com/item/1005006914061582.html","Atlas-web","https://s.click.aliexpress.com/e/_c4lVvhNZ",
"https://www.aliexpress.com/item/1005006984954856.html","Atlas-web","https://s.click.aliexpress.com/e/_c424lIZz",
"https://www.aliexpress.com/item/1005009133010801.html","Atlas-web","https://s.click.aliexpress.com/e/_c3xflEan",
"https://www.aliexpress.com/item/1005005441545741.html","Atlas-web","https://s.click.aliexpress.com/e/_c3YYxCAf",
"https://www.aliexpress.com/item/1005005635600963.html","Atlas-web","https://s.click.aliexpress.com/e/_c35qrMxt",
"https://www.aliexpress.com/item/1005009973090391.html","Atlas-web","https://s.click.aliexpress.com/e/_c3knRIBt",
"https://www.aliexpress.com/item/1005005362531460.html","Atlas-web","https://s.click.aliexpress.com/e/_c4NVmJtp",
"https://www.aliexpress.com/item/1005008832038596.html","Atlas-web","https://s.click.aliexpress.com/e/_c3Xe8DTz",
"https://www.aliexpress.com/item/1005006837537615.html","Atlas-web","https://s.click.aliexpress.com/e/_c4c2UUZN",
"https://www.aliexpress.com/item/1005007611962439.html","Atlas-web","https://s.click.aliexpress.com/e/_c3cGP8wr",
"https://www.aliexpress.com/item/1005006725821346.html","Atlas-web","https://s.click.aliexpress.com/e/_c4TnwM55",
"https://www.aliexpress.com/item/1005006155297410.html","Atlas-web","https://s.click.aliexpress.com/e/_c3rEgGvz",
"https://www.aliexpress.com/item/1005008258662643.html","Atlas-web","https://s.click.aliexpress.com/e/_c33iRL6x",
"https://www.aliexpress.com/item/1005009768376683.html","Atlas-web","https://s.click.aliexpress.com/e/_c4Vtw4hl",
"https://www.aliexpress.com/item/1005009799060961.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005005736220332.html","Atlas-web","https://s.click.aliexpress.com/e/_c4nl5TOb",
"https://www.aliexpress.com/item/1005007100961752.html","Atlas-web","https://s.click.aliexpress.com/e/_c40SaKu3",
"https://www.aliexpress.com/item/1005007548354153.html","Atlas-web","https://s.click.aliexpress.com/e/_c30pCLfz",
"https://www.aliexpress.com/item/1005009782515104.html","Atlas-web","https://s.click.aliexpress.com/e/_c3XGBR51",
"https://www.aliexpress.com/item/1005012258919495.html","Atlas-web","https://s.click.aliexpress.com/e/_c4CZyCGj",
"https://www.aliexpress.com/item/1005011695374640.html","Atlas-web","https://s.click.aliexpress.com/e/_c3iAIQEB",
"https://www.aliexpress.com/item/1005009251118470.html","Atlas-web","https://s.click.aliexpress.com/e/_c3zZXyy7",
"https://www.aliexpress.com/item/1005009014240386.html","Atlas-web","https://s.click.aliexpress.com/e/_c35w3O31",
"https://www.aliexpress.com/item/1005010588014395.html","Atlas-web","https://s.click.aliexpress.com/e/_c3nfo7Ax",
"https://www.aliexpress.com/item/1005010408710831.html","Atlas-web","https://s.click.aliexpress.com/e/_c2QPdGyx",
"https://www.aliexpress.com/item/1005005367807771.html","Atlas-web",,"Non-affiliate items can't be used to generate links, please try another one."
"https://www.aliexpress.com/item/1005005891273646.html","Atlas-web","https://s.click.aliexpress.com/e/_c3UYPzx5",
"https://www.aliexpress.com/item/1005005458105667.html","Atlas-web","https://s.click.aliexpress.com/e/_c30HcNCB",
"https://www.aliexpress.com/item/1005005480076722.html","Atlas-web","https://s.click.aliexpress.com/e/_c4KCeS2X",
"https://www.aliexpress.com/item/1005001381724177.html","Atlas-web","https://s.click.aliexpress.com/e/_c3KZR6T1",
"https://www.aliexpress.com/item/1005010159886702.html","Atlas-web","https://s.click.aliexpress.com/e/_c3ywmBlD",
"https://www.aliexpress.com/item/1005009296847612.html","Atlas-web","https://s.click.aliexpress.com/e/_c4r3T4UL",
"https://www.aliexpress.com/item/1005006339647483.html","Atlas-web","https://s.click.aliexpress.com/e/_c39ScTon",
"https://www.aliexpress.com/item/1005008829912331.html","Atlas-web",,"This item cannot be sold or promoted in the target country. Please adjust your promotions to avoid impacting your revenue."
"https://www.aliexpress.com/item/1005012160210362.html","Atlas-web","https://s.click.aliexpress.com/e/_c3KGeIp5",
"https://www.aliexpress.com/item/1005008650939340.html","Atlas-web","https://s.click.aliexpress.com/e/_c3pFHCMF",
"https://www.aliexpress.com/item/4001326088295.html","Atlas-web","https://s.click.aliexpress.com/e/_c4o25P7z",
"https://www.aliexpress.com/item/1005010454835972.html","Atlas-web","https://s.click.aliexpress.com/e/_c3qBihcR",
"https://www.aliexpress.com/item/1005008375193732.html","Atlas-web","https://s.click.aliexpress.com/e/_c3VAHHdv",
"https://www.aliexpress.com/item/1005007161989400.html","Atlas-web","https://s.click.aliexpress.com/e/_c3fToyfv",
